Region,Year,label,poultry_density,max_temp_q1,max_temp_q2,max_temp_q3,max_temp_q4,min_temp_q1,min_temp_q2,min_temp_q3,min_temp_q4,mean_temp_q1,mean_temp_q2,mean_temp_q3,mean_temp_q4,total_rain_q1,total_rain_q2,total_rain_q3,total_rain_q4,Loading,Trade,Pop_total,F_TOTAL,FEMALE_15-64,FEMALE_GE65,FEMALE_LT15,GDP_Annual,M_TOTAL,MALE_GE65,MALE_LT15,MALE_15-64,ndvi_q1,ndvi_q2,ndvi_q3,ndvi_q4,ndwi_q1,ndwi_q2,ndwi_q3,ndwi_q4,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,lai_hv_q1,lai_hv_q2,lai_lv_q1,lai_lv_q2,Anatidae (incognita),Anas platyrhynchos,Pelecanus crispus,Larus ridibundus,Columba livia,Ciconia ciconia,Cygnus olor,Podiceps cristatus,Aythya fuligula,Larus argentatus,Ardea cinerea,Buteo buteo,Aythya ferina,Netta rufina,Tachybaptus ruficollis,Gallinula chloropus,Laridae (incognita),Falco peregrinus,Rallidae (incognita),Pelecanidae (incognita),Struthionidae (incognita),Strigidae (incognita),Phoenicopteridae (incognita),Phasianidae (incognita),Dromaiidae (incognita),Columbidae (incognita),Ciconiidae (incognita),Phalacrocorax carbo,Falconidae (incognita),Fulica atra,Larus marinus,Larus canus,Haliaeetus albicilla,Corvus corax,Cygnus cygnus,Accipiter gentilis,Anas penelope,Streptopelia decaocto,Pica pica,Anser erythropus,Anas crecca,Corvidae (incognita),Tadorna tadorna,Anser albifrons,Anser anser,Accipiter nisus,Accipitridae (incognita),Corvus cornix,Branta canadensis,Ardea alba,Cairina moschata,Numida meleagris,Pavo cristatus,Phasianus colchicus,Cygnus atratus,Passer domesticus,Pelecanus onocrotalus,Pelecanus philippensis,Phalacrocoracidae (incognita),Ardeidae (incognita),Bubulcus ibis,Sturnus vulgaris,Columba palumbus,Turdus philomelos,Falco tinnunculus,Cygnus columbianus,Botaurus stellaris,Anser fabalis,Charadriidae (incognita),Corvus frugilegus,Phalacrocorax pygmaeus,Falco cherrug,Numididae (incognita),Egretta garzetta,Turdus pilaris,Anser brachyrhynchus,Turdus merula,Somateria mollissima,Aythya marila,Circus aeruginosus,Alopochen aegyptiaca,Numenius arquata,Anserinae (unidentified),Gruidae (incognita),Cygnus (incognita),Threskiornithidae (incognita),Galliformes (incognita) (incognita),Hirundinidae (incognita),Psittacidae (incognita),Spheniscidae (incognita),Haematopodidae (incognita),Mergus merganser,Rhea americana,Branta leucopsis,Anas strepera,Branta bernicla,Morus bassanus,Asio flammeus,Bubo bubo,Anas versicolor,Anas bernieri,Aix sponsa,Platalea leucorodia,Dromaius novaehollandiae,Nymphicus hollandicus,Coturnix japonica,Lophura nycthemera,Diopsittaca nobilis,Aratinga auricapillus,Melopsittacus undulatus,Ara ararauna,Colinus virginianus,Serinus canaria,Fringilla coelebs,Larus fuscus,Dendrocygna eytoni,Chenonetta jubata,Calidris canutus,Garrulus glandarius,Tyto alba,Arenaria interpres,Larus michahellis,Rheidae (incognita),Casuariidae (incognita),Passeridae (incognita),Scolopacidae (incognita),Motacillidae (incognita),Perdix perdix,Coturnix coturnix,Milvus milvus,Corvus monedula,Buteo lagopus,Rallus aquaticus,Scolopax rusticola,Anas acuta,Strix uralensis,Aquila chrysaetos,Meleagris gallopavo,Branta sandvicensis,Grus grus,Chroicocephalus ridibundus,Pelecanus rufescens,Columba guinea,Phoenicopterus ruber,Aquila audax,Parabuteo unicinctus,Athene noctua,Balearica regulorum,Chroicocephalus cirrocephalus,Circus pygargus,Calidris pusilla,Calidris fuscicollis,Ardea herodias,Larus ichthyaetus,Spatula querquedula,Anas querquedula,Aix galericulata,Nycticorax nycticorax,Aythya nyroca,Eudocimus ruber,Corvus corone,Bucephala clangula,Haematopus ostralegus,Strix aluco,Alca torda,Uria aalge,Alcidae (incognita),Cepphus grylle,Fratercula arctica,Vanellus vanellus,Sterna hirundo,Thalasseus sandvicensis,Cygnus bewickii,Stercorarius skua,Pyrrhula pyrrhula
FRJ24,2021,1,76284,15.00002932,20.64387065,26.79072539,25.64358267,1.301424722,4.050886915,14.27494585,4.239805441,7.845769832,11.94099873,20.62181829,13.85388938,242.3000044,127.4333366,174.8916744,190.2833401,4102,4105,191910,98313,54911,30074,13606,4283.23,93303,24378,14442,54291,-999,-999,-999,-999,0.248333333,0.287222222,0.215833333,0.240555556,16.47621182,5.821185524,27.58009127,534.9413408,26.229998,5.123521346,21.10647665,10.70116097,13.10479533,23.2018627,10.70116097,734.9083554,110.4000019,13.66666718,54.60423375,270.1583382,77.16666883,183.4083379,270.1583382,1.533335367,1.952453567,1.9107056,2.0921936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRJ24,2021,1,76284,15.00002932,20.64387065,26.79072539,25.64358267,1.301424722,4.050886915,14.27494585,4.239805441,7.845769832,11.94099873,20.62181829,13.85388938,242.3000044,127.4333366,174.8916744,190.2833401,4102,4105,191910,98313,54911,30074,13606,4283.23,93303,24378,14442,54291,-999,-999,-999,-999,0.248333333,0.287222222,0.215833333,0.240555556,16.47621182,5.821185524,27.58009127,534.9413408,26.229998,5.123521346,21.10647665,10.70116097,13.10479533,23.2018627,10.70116097,734.9083554,110.4000019,13.66666718,54.60423375,270.1583382,77.16666883,183.4083379,270.1583382,1.533335367,1.952453567,1.9107056,2.0921936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRJ24,2021,1,76284,15.00002932,20.64387065,26.79072539,25.64358267,1.301424722,4.050886915,14.27494585,4.239805441,7.845769832,11.94099873,20.62181829,13.85388938,242.3000044,127.4333366,174.8916744,190.2833401,4102,4105,191910,98313,54911,30074,13606,4283.23,93303,24378,14442,54291,-999,-999,-999,-999,0.248333333,0.287222222,0.215833333,0.240555556,16.47621182,5.821185524,27.58009127,534.9413408,26.229998,5.123521346,21.10647665,10.70116097,13.10479533,23.2018627,10.70116097,734.9083554,110.4000019,13.66666718,54.60423375,270.1583382,77.16666883,183.4083379,270.1583382,1.533335367,1.952453567,1.9107056,2.0921936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRJ24,2021,1,76284,15.00002932,20.64387065,26.79072539,25.64358267,1.301424722,4.050886915,14.27494585,4.239805441,7.845769832,11.94099873,20.62181829,13.85388938,242.3000044,127.4333366,174.8916744,190.2833401,4102,4105,191910,98313,54911,30074,13606,4283.23,93303,24378,14442,54291,-999,-999,-999,-999,0.248333333,0.287222222,0.215833333,0.240555556,16.47621182,5.821185524,27.58009127,534.9413408,26.229998,5.123521346,21.10647665,10.70116097,13.10479533,23.2018627,10.70116097,734.9083554,110.4000019,13.66666718,54.60423375,270.1583382,77.16666883,183.4083379,270.1583382,1.533335367,1.952453567,1.9107056,2.0921936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRJ24,2021,1,76284,15.00002932,20.64387065,26.79072539,25.64358267,1.301424722,4.050886915,14.27494585,4.239805441,7.845769832,11.94099873,20.62181829,13.85388938,242.3000044,127.4333366,174.8916744,190.2833401,4102,4105,191910,98313,54911,30074,13606,4283.23,93303,24378,14442,54291,-999,-999,-999,-999,0.248333333,0.287222222,0.215833333,0.240555556,16.47621182,5.821185524,27.58009127,534.9413408,26.229998,5.123521346,21.10647665,10.70116097,13.10479533,23.2018627,10.70116097,734.9083554,110.4000019,13.66666718,54.60423375,270.1583382,77.16666883,183.4083379,270.1583382,1.533335367,1.952453567,1.9107056,2.0921936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRJ24,2021,1,76284,15.00002932,20.64387065,26.79072539,25.64358267,1.301424722,4.050886915,14.27494585,4.239805441,7.845769832,11.94099873,20.62181829,13.85388938,242.3000044,127.4333366,174.8916744,190.2833401,4102,4105,191910,98313,54911,30074,13606,4283.23,93303,24378,14442,54291,-999,-999,-999,-999,0.248333333,0.287222222,0.215833333,0.240555556,16.47621182,5.821185524,27.58009127,534.9413408,26.229998,5.123521346,21.10647665,10.70116097,13.10479533,23.2018627,10.70116097,734.9083554,110.4000019,13.66666718,54.60423375,270.1583382,77.16666883,183.4083379,270.1583382,1.533335367,1.952453567,1.9107056,2.0921936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRJ26,2021,1,76284,11.5908671,16.10138213,23.06967713,20.75404703,-2.2456682,1.098709651,11.01090442,0.561809497,4.342725935,7.946930685,16.76709586,10.05676575,331.0142859,156.5571466,178.34286,207.3571486,4195,4190,230579,119430,67536,36249,15884,5483,110342,27194,16693,66771,-999,-999,-999,-999,0.096666667,0.171111111,0.265,0.206944444,12.74526082,5.933762527,26.60544868,541.2133583,23.601427,1.298617531,22.30280947,6.794889232,9.471924641,19.70065878,6.794889232,873.2714411,141.8428546,12.67142901,51.58408299,356.9142863,138.2571456,156.2142914,356.9142863,2.240620933,2.5793762,2.3124695,2.5841064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRJ26,2021,1,76284,11.5908671,16.10138213,23.06967713,20.75404703,-2.2456682,1.098709651,11.01090442,0.561809497,4.342725935,7.946930685,16.76709586,10.05676575,331.0142859,156.5571466,178.34286,207.3571486,4195,4190,230579,119430,67536,36249,15884,5483,110342,27194,16693,66771,-999,-999,-999,-999,0.096666667,0.171111111,0.265,0.206944444,12.74526082,5.933762527,26.60544868,541.2133583,23.601427,1.298617531,22.30280947,6.794889232,9.471924641,19.70065878,6.794889232,873.2714411,141.8428546,12.67142901,51.58408299,356.9142863,138.2571456,156.2142914,356.9142863,2.240620933,2.5793762,2.3124695,2.5841064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRK11,2021,1,51676,12.07969039,17.98614994,25.13564313,24.20568847,0.127053706,0.509161251,12.39976312,2.203466592,5.179628417,9.280925803,18.80386411,11.68129214,195.5600037,144.0800011,236.8866713,209.4666654,10435,10501,333042,173261,94696,54650,24389,8278.98,159941,40271,24816,94485,-999,-999,-999,-999,0.24,0.251944444,0.234166667,0.204166667,14.45626925,6.439683258,28.68021537,546.7762214,25.684668,3.231268769,22.45339923,19.47389492,11.06931346,21.43748705,8.46198172,785.9933415,144.4800038,24.97333428,61.21433116,290.6200041,98.82000261,236.8866713,182.8400034,1.795043933,3.2785238,0.88516235,0.9024353,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRK21,2021,1,103894,11.10112603,17.50441631,25.253307,23.18123027,-0.731662446,1.367295276,13.06302689,2.348846161,3.992568465,9.36086988,19.17765771,11.186566,296.3692319,262.9000133,313.9692311,217.438461,23509,23258,660875,335084,204688,68033,62711,16726.39,324223,53717,66267,204895,-999,-999,-999,-999,0.24,0.233888889,0.3125,0.264166667,14.04223955,6.22564807,26.62303445,591.1880627,25.322308,1.937865921,23.38444208,19.5712812,10.63638396,21.71690569,7.405449171,1090.676937,172.4000083,37.66923017,52.4242923,432.7307785,137.3692387,313.9692311,287.1692284,1.2882487,2.242279033,2.2149658,2.4042664,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU212,2021,1,30375,7.193690163,19.24516077,30.12193426,23.80144397,-1.232023826,-0.384946178,14.35430076,1.696888857,2.148823567,9.426539824,21.92515241,11.10670464,94.70000337,112.1333342,103.9000016,82.96667036,7483,6966,299772,155097,97396,36278,21424,-999,145240,21650,22696,99909,0.438,0.623,0.562,0.541,0.0525,0.191111111,0.146666667,0.103888889,14.72618039,7.148750558,26.36503022,765.5694239,28.763334,1.648817165,27.11451683,22.78300644,7.518139581,24.98757654,5.75441195,393.7000095,81.0000001,1.26666674,64.61147201,145.266668,56.76666861,103.9000016,94.70000337,2.158925367,2.4770813,1.876648,2.5568237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU223,2021,1,92748,9.316173106,19.33354774,29.45916981,24.13999937,-0.51285717,0.810092133,14.8296311,2.787095161,3.155371867,9.760576297,21.84948877,11.08723943,91.14285841,148.6714292,181.0714314,147.2428593,3969,4553,265101,138303,84327,37579,16663,-999,128096,23324,17494,85282,0.465,0.683,0.632,0.593,0.105,0.215,0.219166667,0.139166667,14.84182224,6.757306302,26.39387705,724.764176,27.895712,2.293916976,25.60179502,22.56990481,8.489736567,24.61902872,6.465066883,568.1285783,101.7428569,10.18571457,58.22405013,214.6142859,58.18571398,181.0714314,91.14285841,1.1726583,1.860595733,2.6868591,2.9887085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU323,2021,1,77495,5.744253088,20.160557,30.04935419,22.24105993,-1.860519438,-0.082932574,14.63853345,1.777363596,1.201843983,9.408978809,21.87989811,10.82372922,121.5090923,113.7454563,156.5000035,70.83636283,7488,8432,545321,279719,178805,58924,42210,3744.96,266900,34990,44304,185361,0.415,0.627,0.475,0.506,0.078333333,0.18,0.074166667,0.087777778,14.05869971,6.460174361,23.73025181,790.3068073,27.989998,0.766627536,27.22337046,22.7065894,14.06504561,24.59070572,4.539558441,462.5909149,70.67272958,3.954545569,48.48932703,165.709094,70.83636283,156.5000035,121.5090923,1.495788567,1.893951433,2.2721558,2.7940369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU331,2021,1,51855,8.770586468,20.46179681,31.29308713,24.30861863,-0.837188922,0.297004594,15.08573687,2.235500003,2.85231616,10.03164032,22.80030359,11.56474993,118.792858,115.6714295,130.37143,111.4785729,11802,13066,500026,259664,159160,65105,35307,456.7,241318,39385,37306,162781,0.39,0.6,0.702,0.564,0.1575,0.186388889,0.25,0.123888889,15.24791192,6.871318834,25.63911682,776.0210143,28.944286,2.144147439,26.80013856,23.2378783,10.48835316,25.71027029,6.10889608,476.3142905,64.14999974,22.8000003,35.55772672,154.321429,77.01428769,130.37143,118.792858,1.837656667,2.0551046,1.8840027,2.467041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU331,2021,1,51855,8.770586468,20.46179681,31.29308713,24.30861863,-0.837188922,0.297004594,15.08573687,2.235500003,2.85231616,10.03164032,22.80030359,11.56474993,118.792858,115.6714295,130.37143,111.4785729,11802,13066,500026,259664,159160,65105,35307,456.7,241318,39385,37306,162781,0.39,0.6,0.702,0.564,0.1575,0.186388889,0.25,0.123888889,15.24791192,6.871318834,25.63911682,776.0210143,28.944286,2.144147439,26.80013856,23.2378783,10.48835316,25.71027029,6.10889608,476.3142905,64.14999974,22.8000003,35.55772672,154.321429,77.01428769,130.37143,118.792858,1.837656667,2.0551046,1.8840027,2.467041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU331,2021,1,51855,8.770586468,20.46179681,31.29308713,24.30861863,-0.837188922,0.297004594,15.08573687,2.235500003,2.85231616,10.03164032,22.80030359,11.56474993,118.792858,115.6714295,130.37143,111.4785729,11802,13066,500026,259664,159160,65105,35307,456.7,241318,39385,37306,162781,0.39,0.6,0.702,0.564,0.1575,0.186388889,0.25,0.123888889,15.24791192,6.871318834,25.63911682,776.0210143,28.944286,2.144147439,26.80013856,23.2378783,10.48835316,25.71027029,6.10889608,476.3142905,64.14999974,22.8000003,35.55772672,154.321429,77.01428769,130.37143,118.792858,1.837656667,2.0551046,1.8840027,2.467041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU331,2021,1,51855,8.770586468,20.46179681,31.29308713,24.30861863,-0.837188922,0.297004594,15.08573687,2.235500003,2.85231616,10.03164032,22.80030359,11.56474993,118.792858,115.6714295,130.37143,111.4785729,11802,13066,500026,259664,159160,65105,35307,456.7,241318,39385,37306,162781,0.39,0.6,0.702,0.564,0.1575,0.186388889,0.25,0.123888889,15.24791192,6.871318834,25.63911682,776.0210143,28.944286,2.144147439,26.80013856,23.2378783,10.48835316,25.71027029,6.10889608,476.3142905,64.14999974,22.8000003,35.55772672,154.321429,77.01428769,130.37143,118.792858,1.837656667,2.0551046,1.8840027,2.467041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
